"Commit Hash";"MongoDB Label";"Prob. False";"Prob. True";"Classification"
8a5e39208e621c28985d37d2655bf9d87bf23f92;not_triaged;0.876;0.124;FALSE
679a35013f7b0f502e01e5ee7f823b52a47a43d3;not_triaged;0.838;0.162;FALSE
5a36b11b00fd4665cf703f5e67c6efba582cf5ce;not_triaged;0.918;0.082;FALSE
1256d8e67a6b4bb88875cbc112987bbc8fffe76b;not_triaged;0.942;0.058;FALSE
c056a09f74176ead595068351689a14f95b2c5c5;not_triaged;0.958;0.042;FALSE
71afd01ed1cc63f719a51b3f0aca844b4393f8ac;not_triaged;0.974;0.026;FALSE
679a35013f7b0f502e01e5ee7f823b52a47a43d3;not_triaged;0.958;0.042;FALSE
5a36b11b00fd4665cf703f5e67c6efba582cf5ce;not_triaged;0.902;0.098;FALSE
15b1a853f2250f3a5ae44c145e1a5aab0f62c9fd;not_triaged;0.898;0.102;FALSE
83fdf9063cfd3a69aa1c3dc2b9566142dc51d634;not_triaged;0.948;0.052;FALSE
c056a09f74176ead595068351689a14f95b2c5c5;not_triaged;0.964;0.036;FALSE
fbcf5da095254189b9c40c0403ef59a37046a7de;not_triaged;0.972;0.028;FALSE
71afd01ed1cc63f719a51b3f0aca844b4393f8ac;not_triaged;0.976;0.024;FALSE
2356323b3049fd0e5da21861dd3bd231c5c6e066;not_triaged;0.972;0.028;FALSE
8a5e39208e621c28985d37d2655bf9d87bf23f92;not_triaged;0.962;0.038;FALSE
679a35013f7b0f502e01e5ee7f823b52a47a43d3;not_triaged;0.946;0.054;FALSE
8ed8f5bbd665b5601c08e08094b01ade51cc4576;not_triaged;0.92;0.08;FALSE
1256d8e67a6b4bb88875cbc112987bbc8fffe76b;not_triaged;0.912;0.088;FALSE
815d4e362bac8a5113d7102d1b717ceeab1f233e;not_triaged;0.916;0.084;FALSE
679a35013f7b0f502e01e5ee7f823b52a47a43d3;not_triaged;0.818;0.182;FALSE
5a36b11b00fd4665cf703f5e67c6efba582cf5ce;not_triaged;0.906;0.094;FALSE
2dbc4a91be463c37a1a38396b6c52a06d67042fb;not_triaged;0.746;0.254;FALSE
6f4cec03cca5475b66dbbc26d1b9a6ad695331b8;not_triaged;0.834;0.166;FALSE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;1;0;FALSE
4a311668ac834b6e363a44c9f00cad9d4790288f;not_triaged;0.574;0.426;FALSE
2dbc4a91be463c37a1a38396b6c52a06d67042fb;not_triaged;0.738;0.262;FALSE
513af98cb33e736d885a2a1b159685c335492cf0;not_triaged;0.926;0.074;FALSE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;1;0;FALSE
63c4b03641e89118043829d1e1aa093f789d836c;not_triaged;0.994;0.006;FALSE
4a311668ac834b6e363a44c9f00cad9d4790288f;not_triaged;0.524;0.476;FALSE
2dbc4a91be463c37a1a38396b6c52a06d67042fb;not_triaged;0.868;0.132;FALSE
6f4cec03cca5475b66dbbc26d1b9a6ad695331b8;not_triaged;0.84;0.16;FALSE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;0.996;0.004;FALSE
63c4b03641e89118043829d1e1aa093f789d836c;not_triaged;0.94;0.06;FALSE
4a311668ac834b6e363a44c9f00cad9d4790288f;not_triaged;0.536;0.464;FALSE
2dbc4a91be463c37a1a38396b6c52a06d67042fb;not_triaged;0.75;0.25;FALSE
513af98cb33e736d885a2a1b159685c335492cf0;not_triaged;0.916;0.084;FALSE
272b9e0bd2425ae15766b198de0f6a1a522bf8d3;not_triaged;0.996;0.004;FALSE
5d76f541ab4370550299026f1ebde88c7896612d;not_triaged;0.984;0.016;FALSE
4a311668ac834b6e363a44c9f00cad9d4790288f;not_triaged;0.588;0.412;FALSE
cd5acd79d124fdb2552c411963eb7c29019ffc26;not_triaged;0.474;0.526;TRUE
bc921473e7ebb95131e98f2c26063cf7e44f13ff;not_triaged;0.494;0.506;TRUE
70d2f7fb8f378b667ace89da18c69ebcfcfc4551;not_triaged;0.646;0.354;FALSE
9c4a555660fd6d7c8ec36b1c8a1a6eb60fe9149a;not_triaged;0.658;0.342;FALSE
4493d9309d2622844c41195baa6aadde2005362c;not_triaged;0.972;0.028;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.604;0.396;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.554;0.446;FALSE
36597e8ce4fcf00e777bca348929c1530a79c699;not_triaged;0.898;0.102;FALSE
99195f2c3fac443837dc31f4300fcf120193b349;not_triaged;0.958;0.042;FALSE
f5a4ebbb86e1efe99fbb432f50159117354eaed5;not_triaged;0.8;0.2;FALSE
513af98cb33e736d885a2a1b159685c335492cf0;not_triaged;0.856;0.144;FALSE
384c41b1f89412b5843b8546b8ddf4fcb837eff5;not_triaged;0.956;0.044;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.506;0.494;FALSE
faa1f8247ce659bde4115326d5ba1e14b3d52d9e;not_triaged;0.774;0.226;FALSE
513af98cb33e736d885a2a1b159685c335492cf0;not_triaged;0.77;0.23;FALSE
384c41b1f89412b5843b8546b8ddf4fcb837eff5;not_triaged;0.96;0.04;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.538;0.462;FALSE
faa1f8247ce659bde4115326d5ba1e14b3d52d9e;not_triaged;0.858;0.142;FALSE
384c41b1f89412b5843b8546b8ddf4fcb837eff5;not_triaged;0.974;0.026;FALSE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;0.95;0.05;FALSE
620ada835f0d4233e560c863d1e7abdf2f894b5f;not_triaged;0.844;0.156;FALSE
f6b17f1a3d31b8b74796aabd38094f976ef05169;not_triaged;0.924;0.076;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.528;0.472;FALSE
faa1f8247ce659bde4115326d5ba1e14b3d52d9e;not_triaged;0.844;0.156;FALSE
513af98cb33e736d885a2a1b159685c335492cf0;not_triaged;0.872;0.128;FALSE
384c41b1f89412b5843b8546b8ddf4fcb837eff5;not_triaged;0.964;0.036;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.556;0.444;FALSE
ce58b728e87056ede78d88d163a3708138be49e1;not_triaged;0.994;0.006;FALSE
d0166c954953e3ab7da5d309409ad9c7b78952e7;not_triaged;0.944;0.056;FALSE
a2f669d7a10dd26a76dca72035c313f41200ee66;not_triaged;0.996;0.004;FALSE
513af98cb33e736d885a2a1b159685c335492cf0;not_triaged;1;0;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.462;0.538;TRUE
3cf2bc8bfc833f9d2b044b2b3da611819409cc8d;not_triaged;0.578;0.422;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.562;0.438;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.61;0.39;FALSE
ce58b728e87056ede78d88d163a3708138be49e1;not_triaged;0.994;0.006;FALSE
d0166c954953e3ab7da5d309409ad9c7b78952e7;not_triaged;0.942;0.058;FALSE
a2f669d7a10dd26a76dca72035c313f41200ee66;not_triaged;0.998;0.002;FALSE
513af98cb33e736d885a2a1b159685c335492cf0;not_triaged;1;0;FALSE
71afd01ed1cc63f719a51b3f0aca844b4393f8ac;not_triaged;0.998;0.002;FALSE
0cd377ed919b5a1ef95cbf9bbab22bc145cd4db4;not_triaged;1;0;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.466;0.534;TRUE
3cf2bc8bfc833f9d2b044b2b3da611819409cc8d;not_triaged;0.582;0.418;FALSE
3d23b486e9f99cc7905f3db43250284c8a2ee52f;not_triaged;0.968;0.032;FALSE
08290a1e766326d83f6c2cbafe43b146a69969ae;not_triaged;0.866;0.134;FALSE
d0004a3e0239570a2602af35f14a84a47fb290b1;not_triaged;0.966;0.034;FALSE
08290a1e766326d83f6c2cbafe43b146a69969ae;not_triaged;0.902;0.098;FALSE
d0004a3e0239570a2602af35f14a84a47fb290b1;not_triaged;0.942;0.058;FALSE
4fc3991bf64b33ca5f5237722bc563f8eb1a552a;not_triaged;0.77;0.23;FALSE
08290a1e766326d83f6c2cbafe43b146a69969ae;not_triaged;0.88;0.12;FALSE
d0004a3e0239570a2602af35f14a84a47fb290b1;not_triaged;0.96;0.04;FALSE
4fc3991bf64b33ca5f5237722bc563f8eb1a552a;not_triaged;0.768;0.232;FALSE
15b1a853f2250f3a5ae44c145e1a5aab0f62c9fd;not_triaged;0.96;0.04;FALSE
faa1f8247ce659bde4115326d5ba1e14b3d52d9e;not_triaged;0.996;0.004;FALSE
8ed8f5bbd665b5601c08e08094b01ade51cc4576;not_triaged;0.952;0.048;FALSE
2493a7b71ce3a1d5b6ec34c276bb6bbbf218e69f;not_triaged;1;0;FALSE
1256d8e67a6b4bb88875cbc112987bbc8fffe76b;not_triaged;0.998;0.002;FALSE
faa1f8247ce659bde4115326d5ba1e14b3d52d9e;not_triaged;1;0;FALSE
d3d6215adebe862ed2b7ed72ed36ef41a8380f79;not_triaged;0.998;0.002;FALSE
b95494949b10daac02ae9c0da2d492d2e3294f6e;not_triaged;0.996;0.004;FALSE
8ed8f5bbd665b5601c08e08094b01ade51cc4576;not_triaged;0.98;0.02;FALSE
c6ebe28e7ed60bdb8675204144bbb765891a4ca2;not_triaged;0.882;0.118;FALSE
b193cfbf9062c70e2bc0b3cc8e66f6c90bc594cc;not_triaged;0.974;0.026;FALSE
ae4a8cfaef648518ea539dee841be2243d23eba3;not_triaged;1;0;FALSE
faa1f8247ce659bde4115326d5ba1e14b3d52d9e;not_triaged;0.994;0.006;FALSE
8ed8f5bbd665b5601c08e08094b01ade51cc4576;not_triaged;0.95;0.05;FALSE
b193cfbf9062c70e2bc0b3cc8e66f6c90bc594cc;not_triaged;0.962;0.038;FALSE
faa1f8247ce659bde4115326d5ba1e14b3d52d9e;not_triaged;0.998;0.002;FALSE
8ed8f5bbd665b5601c08e08094b01ade51cc4576;not_triaged;0.934;0.066;FALSE
f696fa0f8836290a56b5a3ceaf754a41036627ae;not_triaged;0.906;0.094;FALSE
fd131cf1a817713b563bd641bbbe5371b1f4664d;not_triaged;0.94;0.06;FALSE
9fde6f9838a46a0ad98e6391bdc1e8d2c845c448;not_triaged;0.892;0.108;FALSE
f696fa0f8836290a56b5a3ceaf754a41036627ae;not_triaged;0.9;0.1;FALSE
fd131cf1a817713b563bd641bbbe5371b1f4664d;not_triaged;0.966;0.034;FALSE
9fde6f9838a46a0ad98e6391bdc1e8d2c845c448;not_triaged;0.866;0.134;FALSE
f696fa0f8836290a56b5a3ceaf754a41036627ae;not_triaged;0.898;0.102;FALSE
fd131cf1a817713b563bd641bbbe5371b1f4664d;not_triaged;1;0;FALSE
9fde6f9838a46a0ad98e6391bdc1e8d2c845c448;not_triaged;0.954;0.046;FALSE
f696fa0f8836290a56b5a3ceaf754a41036627ae;not_triaged;0.916;0.084;FALSE
679a35013f7b0f502e01e5ee7f823b52a47a43d3;not_triaged;0.81;0.19;FALSE
5a36b11b00fd4665cf703f5e67c6efba582cf5ce;not_triaged;0.618;0.382;FALSE
679a35013f7b0f502e01e5ee7f823b52a47a43d3;not_triaged;0.896;0.104;FALSE
5a36b11b00fd4665cf703f5e67c6efba582cf5ce;not_triaged;0.872;0.128;FALSE
679a35013f7b0f502e01e5ee7f823b52a47a43d3;not_triaged;0.888;0.112;FALSE
5a36b11b00fd4665cf703f5e67c6efba582cf5ce;not_triaged;0.796;0.204;FALSE
679a35013f7b0f502e01e5ee7f823b52a47a43d3;not_triaged;0.86;0.14;FALSE
5a36b11b00fd4665cf703f5e67c6efba582cf5ce;not_triaged;0.7;0.3;FALSE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;0.99;0.01;FALSE
63c4b03641e89118043829d1e1aa093f789d836c;not_triaged;1;0;FALSE
a11aba2bf9f18a8e73a23099519ad45a2939d238;not_triaged;0.996;0.004;FALSE
792dcddddf6bfedc45208dbc1c513d2dea27546f;not_triaged;1;0;FALSE
ed4fa8d8f7bf90b73830f8f69156705a4fe5cb03;not_triaged;0.996;0.004;FALSE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;0.968;0.032;FALSE
63c4b03641e89118043829d1e1aa093f789d836c;not_triaged;0.982;0.018;FALSE
2950f483e8cfa0970d18ae873c3f0461f033fe31;not_triaged;0.95;0.05;FALSE
18c7d60f2e2cb494d5daa9e630d19c4f94e8a886;not_triaged;0.638;0.362;FALSE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;0.994;0.006;FALSE
63c4b03641e89118043829d1e1aa093f789d836c;not_triaged;1;0;FALSE
4a311668ac834b6e363a44c9f00cad9d4790288f;not_triaged;1;0;FALSE
18c7d60f2e2cb494d5daa9e630d19c4f94e8a886;not_triaged;0.734;0.266;FALSE
272b9e0bd2425ae15766b198de0f6a1a522bf8d3;not_triaged;0.998;0.002;FALSE
5d76f541ab4370550299026f1ebde88c7896612d;not_triaged;0.994;0.006;FALSE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;0.996;0.004;FALSE
63c4b03641e89118043829d1e1aa093f789d836c;not_triaged;1;0;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;1;0;FALSE
18c7d60f2e2cb494d5daa9e630d19c4f94e8a886;not_triaged;0.75;0.25;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.612;0.388;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;1;0;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.642;0.358;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;1;0;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.658;0.342;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.996;0.004;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.64;0.36;FALSE
78c15ec274d0a4162aa5fcb29b367a8e1c0809d3;not_triaged;0.418;0.582;TRUE
af417a7391c41eab6a6dec0c600c45ed7158d9d1;not_triaged;0.43;0.57;TRUE
882fa82e21f412e6c5743e99d2d97861b28bd935;not_triaged;0.318;0.682;TRUE
b173494aa6b84b5d44c5f958fd78dd469596a314;not_triaged;0.452;0.548;TRUE
bf657d3db9cad295c9912ebc27aa786e68076751;not_triaged;0.48;0.52;TRUE
3be5fb13dfd534fbb91cb93a45c350d7dd58d70c;not_triaged;0.768;0.232;FALSE
78c15ec274d0a4162aa5fcb29b367a8e1c0809d3;not_triaged;0.446;0.554;TRUE
3d63ca6b013383cf12e22d414697f62bae2a2b6d;not_triaged;0.418;0.582;TRUE
882fa82e21f412e6c5743e99d2d97861b28bd935;not_triaged;0.238;0.762;TRUE
cbf70774536feb06cb43347bf6aa0c2a128e61d1;not_triaged;0.336;0.664;TRUE
f6b17f1a3d31b8b74796aabd38094f976ef05169;not_triaged;0.41;0.59;TRUE
bf657d3db9cad295c9912ebc27aa786e68076751;not_triaged;0.486;0.514;TRUE
3be5fb13dfd534fbb91cb93a45c350d7dd58d70c;not_triaged;0.732;0.268;FALSE
78c15ec274d0a4162aa5fcb29b367a8e1c0809d3;not_triaged;0.522;0.478;FALSE
ed353944eeba3cc4214e2f2bf6c998a4f2ccae21;not_triaged;0.424;0.576;TRUE
882fa82e21f412e6c5743e99d2d97861b28bd935;not_triaged;0.452;0.548;TRUE
bf657d3db9cad295c9912ebc27aa786e68076751;not_triaged;0.378;0.622;TRUE
9170975b9bfccd0f7b2dc6f98b319d732370c756;not_triaged;0.034;0.966;TRUE
3be5fb13dfd534fbb91cb93a45c350d7dd58d70c;not_triaged;0.104;0.896;TRUE
913217ab00e3597bf763e40904cdd159e7e8cb2b;not_triaged;0.984;0.016;FALSE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;0.988;0.012;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.998;0.002;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;0.946;0.054;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.552;0.448;FALSE
913217ab00e3597bf763e40904cdd159e7e8cb2b;not_triaged;0.836;0.164;FALSE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;0.968;0.032;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.94;0.06;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;0.93;0.07;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.428;0.572;TRUE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;0.992;0.008;FALSE
4099baf59544e56922641fe10b5cc07d5a99e591;not_triaged;1;0;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.998;0.002;FALSE
2950f483e8cfa0970d18ae873c3f0461f033fe31;not_triaged;0.988;0.012;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.594;0.406;FALSE
1be3fe09bef0be96ec5b162b89edf0ef1e26270a;not_triaged;0.972;0.028;FALSE
fe74857f35267a767de40da27ce5e67aa83f4bba;not_triaged;0.986;0.014;FALSE
63c4b03641e89118043829d1e1aa093f789d836c;not_triaged;0.982;0.018;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.984;0.016;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.552;0.448;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;1;0;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.632;0.368;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;1;0;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.602;0.398;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.612;0.388;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.628;0.372;FALSE
7739da6997795c20924580087a0e09db0a8cf929;not_triaged;0.892;0.108;FALSE
99195f2c3fac443837dc31f4300fcf120193b349;not_triaged;0.95;0.05;FALSE
f30cfba9ae3e0bce5a0054f3623f243cbedcb5ae;not_triaged;0.996;0.004;FALSE
a157c49c284964db659fccd8ba5666d72a689006;not_triaged;0.886;0.114;FALSE
faa1f8247ce659bde4115326d5ba1e14b3d52d9e;not_triaged;0.87;0.13;FALSE
1be3fe09bef0be96ec5b162b89edf0ef1e26270a;not_triaged;0.932;0.068;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.96;0.04;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;0.892;0.108;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.62;0.38;FALSE
a157c49c284964db659fccd8ba5666d72a689006;not_triaged;0.982;0.018;FALSE
faa1f8247ce659bde4115326d5ba1e14b3d52d9e;not_triaged;0.968;0.032;FALSE
71afd01ed1cc63f719a51b3f0aca844b4393f8ac;not_triaged;0.994;0.006;FALSE
0cd377ed919b5a1ef95cbf9bbab22bc145cd4db4;not_triaged;0.988;0.012;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.946;0.054;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;0.966;0.034;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.614;0.386;FALSE
a157c49c284964db659fccd8ba5666d72a689006;not_triaged;0.978;0.022;FALSE
faa1f8247ce659bde4115326d5ba1e14b3d52d9e;not_triaged;0.958;0.042;FALSE
71afd01ed1cc63f719a51b3f0aca844b4393f8ac;not_triaged;0.99;0.01;FALSE
0cd377ed919b5a1ef95cbf9bbab22bc145cd4db4;not_triaged;0.99;0.01;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.878;0.122;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;0.974;0.026;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.61;0.39;FALSE
a157c49c284964db659fccd8ba5666d72a689006;not_triaged;0.982;0.018;FALSE
faa1f8247ce659bde4115326d5ba1e14b3d52d9e;not_triaged;0.988;0.012;FALSE
913217ab00e3597bf763e40904cdd159e7e8cb2b;not_triaged;0.982;0.018;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.878;0.122;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;0.968;0.032;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.672;0.328;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.948;0.052;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;0.954;0.046;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.748;0.252;FALSE
5752dacbc3ceee2efac6efff8f57ba2ec7dc3a55;not_triaged;1;0;FALSE
4099baf59544e56922641fe10b5cc07d5a99e591;not_triaged;0.978;0.022;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.822;0.178;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;0.962;0.038;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.698;0.302;FALSE
5752dacbc3ceee2efac6efff8f57ba2ec7dc3a55;not_triaged;1;0;FALSE
4099baf59544e56922641fe10b5cc07d5a99e591;not_triaged;1;0;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.802;0.198;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;0.97;0.03;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.716;0.284;FALSE
cf4a58e088dce7a15e7706fd65e0f4073f2d8cff;not_triaged;0.978;0.022;FALSE
09f99b41e373768c5c1645d15733d1148b891176;not_triaged;0.97;0.03;FALSE
6ef95120bfa20d8f5a4a4d2487c83b205d1fc152;not_triaged;0.762;0.238;FALSE
08290a1e766326d83f6c2cbafe43b146a69969ae;not_triaged;0.756;0.244;FALSE
558bef726dc857223d672e552601668f3d6f4cd3;not_triaged;0.796;0.204;FALSE
3b46d7c55ad4c0c9eb9135a0ac04c0990fae2f75;not_triaged;0.898;0.102;FALSE
49f6fcebd3c4a97abcd05c862ad1204eed9d66ef;not_triaged;0.554;0.446;FALSE
58817e04308cbea4aa7627005cb5aaadd32c89fe;not_triaged;0.648;0.352;FALSE
f38801670ddc271424511a366ea62e099ece6967;not_triaged;0.72;0.28;FALSE
9f6598c1e321b88d7467547a2d0a80a92ae5a944;not_triaged;0.578;0.422;FALSE
23a2da00df0c39a5292e3fc51e7e9bbfb9b12318;not_triaged;0.484;0.516;TRUE
3b46d7c55ad4c0c9eb9135a0ac04c0990fae2f75;not_triaged;0.824;0.176;FALSE
49f6fcebd3c4a97abcd05c862ad1204eed9d66ef;not_triaged;0.776;0.224;FALSE
c02a82e18fe3fc3cf9ed76962fe05c22bf376332;not_triaged;0.692;0.308;FALSE
f38801670ddc271424511a366ea62e099ece6967;not_triaged;0.882;0.118;FALSE
9f6598c1e321b88d7467547a2d0a80a92ae5a944;not_triaged;0.412;0.588;TRUE
23a2da00df0c39a5292e3fc51e7e9bbfb9b12318;not_triaged;0.53;0.47;FALSE
3b46d7c55ad4c0c9eb9135a0ac04c0990fae2f75;not_triaged;0.832;0.168;FALSE
6aa35bca9f588173287774b017c7aaf287ed1b61;not_triaged;0.942;0.058;FALSE
49f6fcebd3c4a97abcd05c862ad1204eed9d66ef;not_triaged;0.766;0.234;FALSE
4e0fb93fa5bd99e030addf8bb3707f1cbd012980;not_triaged;0.62;0.38;FALSE
f38801670ddc271424511a366ea62e099ece6967;not_triaged;0.828;0.172;FALSE
9f6598c1e321b88d7467547a2d0a80a92ae5a944;not_triaged;0.49;0.51;TRUE
23a2da00df0c39a5292e3fc51e7e9bbfb9b12318;not_triaged;0.456;0.544;TRUE
3b46d7c55ad4c0c9eb9135a0ac04c0990fae2f75;not_triaged;0.936;0.064;FALSE
6aa35bca9f588173287774b017c7aaf287ed1b61;not_triaged;0.952;0.048;FALSE
49f6fcebd3c4a97abcd05c862ad1204eed9d66ef;not_triaged;0.826;0.174;FALSE
4e0fb93fa5bd99e030addf8bb3707f1cbd012980;not_triaged;0.816;0.184;FALSE
f38801670ddc271424511a366ea62e099ece6967;not_triaged;0.894;0.106;FALSE
f6b17f1a3d31b8b74796aabd38094f976ef05169;not_triaged;0.83;0.17;FALSE
9f6598c1e321b88d7467547a2d0a80a92ae5a944;not_triaged;0.482;0.518;TRUE
23a2da00df0c39a5292e3fc51e7e9bbfb9b12318;not_triaged;0.514;0.486;FALSE
f12e33e8bcc2de31d9018383c5a80400432e156a;not_triaged;0.272;0.728;TRUE
d22d0058c4f02c7bcd7337af8b1058cac8e26e45;not_triaged;0.9;0.1;FALSE
d0166c954953e3ab7da5d309409ad9c7b78952e7;not_triaged;0.404;0.596;TRUE
3aa71ec3ef14d5354850e905600aa5cda2fcbba3;not_triaged;0.334;0.666;TRUE
81b5cc9f6e318134cc73e087d5c60618c49e4fad;not_triaged;0.172;0.828;TRUE
